case_id,case_label,level_id,level_label,level_order,engine,variant,step,newton_iterations,linear_iterations,linear_solve_time,linear_preconditioner_time,linear_orthogonalization_time,newton_relres_end,output_dir
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,1,8.0,69.0,12.328341259992158,2.881697250988509,1.0124724370034528,3.3613115546696524e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,2,7.0,54.0,9.645412513018528,2.523605146991031,0.8138417479931377,3.585218660812202e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,3,8.0,96.0,17.38336686101684,2.9581087620026665,1.3331953430024441,7.162361494776715e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,4,9.0,106.0,19.232855094989645,3.3622487829998136,1.924573687996599,9.383905197298034e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,5,13.0,115.0,20.40515737899841,4.866148222004995,3.8482368949917145,6.766571724687063e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,6,17.0,145.0,26.03917365000234,6.581577162971371,5.817965130016091,7.733645540486666e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,7,25.0,267.0,47.05540222898708,9.71369856398087,9.090603745993576,5.722074620846546e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,8,21.0,170.0,30.148986711006728,8.155249015981099,8.769417348994466,9.332876925525342e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,9,30.0,380.0,67.57038790598745,11.868452185975912,18.582922190005775,9.087033722210868e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,10,50.0,608.0,108.70036568400974,20.51069729294977,34.051236967025034,0.00010830353829158716,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,1,7.0,48.0,23.999995999999996,20.588876999999997,1.196502999999999,7.693069280975599e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,2,10.0,61.0,30.500535,30.652353000000005,2.9644639999999995,7.880340618628241e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,3,9.0,99.0,50.16587399999999,28.12598700000001,2.912813,3.8021080786315565e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,4,19.0,146.0,76.081728,64.78845299999998,12.375737,9.760425020713234e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,5,17.0,134.0,70.04985199999999,58.162912000000006,11.902735,7.050784449624155e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,6,18.0,160.0,84.17868499999997,62.329702,11.496299999999998,6.533883836553565e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,7,21.0,176.0,92.55747200000002,73.24890899999997,17.198757999999998,8.870382113228059e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,8,28.0,296.0,155.491066,98.61881800000003,25.505896000000007,9.994459292534961e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,9,24.0,233.0,122.22960899999998,83.67657300000008,22.889151,8.415041900631803e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,10,35.0,412.0,214.628016,122.47461599999997,43.959457999999984,5.5499390682386485e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_matlab_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,1,9.0,85.0,23.433902399992803,4.940568771009566,2.534901578015706,2.3550993762662634e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,2,8.0,70.0,19.404515074988012,4.463283060998947,2.214079752986436,8.294420333927888e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,3,10.0,129.0,35.160282727003505,5.240335744005279,4.284937152006023,3.258128567512699e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,4,14.0,146.0,40.23040801998286,7.675248819992703,9.156108100003621,7.60633757755487e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,5,13.0,126.0,34.800062034017174,7.135032723992481,8.6884266890047,7.421710095664358e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,6,17.0,133.0,36.65241774299648,9.50967315298476,12.005300765980792,8.991551224154239e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,7,22.0,265.0,73.63134741400427,12.569688553994638,16.956345837003028,9.241606937192425e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,8,25.0,369.0,103.48916268702305,14.180530651989102,21.990382580996084,9.522047411255127e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,9,27.0,290.0,82.02996141996118,15.4807051419848,29.494066277991806,6.738385651528172e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,10,28.0,334.0,93.26446273605688,15.77507320697623,34.87709574800101,9.181489218825145e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L4/main_petsc_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,1,3.0,32.0,6.050683000000001,2.510974000000001,0.020894999999999997,0.04159322516996573,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,2,7.0,111.0,21.198505,7.538466,0.341568,0.019460990339894912,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,3,6.0,41.0,7.718721999999996,6.236045000000001,0.28754,0.025984581814157616,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,4,3.0,13.0,2.518538999999997,2.4891760000000005,0.10496399999999995,0.029938694157550034,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,5,3.0,14.0,2.689523000000001,2.5014749999999992,0.12464900000000001,0.026981801881577804,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,6,3.0,9.0,1.724263999999998,2.531836000000002,0.147459,0.04789531894220661,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,7,3.0,8.0,1.5587500000000034,2.5429049999999975,0.17164800000000002,0.023555849764060024,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,8,3.0,21.0,3.982028999999997,2.526175000000002,0.17452899999999993,0.03918929756096842,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,9,2.0,5.0,0.9536259999999999,1.2559979999999982,0.09693799999999997,0.0347043493758493,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,10,3.0,16.0,3.0648199999999974,2.509321,0.26050700000000004,0.03805148623072166,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,11,3.0,8.0,1.5434529999999995,2.5098860000000016,0.2937510000000001,0.02947151697904706,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,12,5.0,25.0,4.764049,4.984921,0.654366,0.0458287878582282,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,13,4.0,13.0,2.515751999999999,3.705075000000001,0.5728240000000002,0.045586335914936056,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,14,3.0,10.0,1.9131009999999975,2.4582300000000004,0.38093900000000014,0.042017559666114424,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,15,7.0,31.0,5.854251000000005,7.274296999999997,1.5815189999999997,0.04464789924703597,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,16,7.0,30.0,5.7483,7.271143000000002,1.9395189999999998,0.04698258145759648,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,17,6.0,29.0,5.472847000000002,5.939763999999997,1.5894830000000004,0.04445463678788098,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,18,7.0,32.0,6.0735289999999935,7.046711999999999,2.0613460000000003,0.04466456094131286,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,19,2.0,9.0,1.7134279999999933,1.1853499999999997,0.27465600000000023,0.04654750493419476,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_matlab_main
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,petsc,main,1,28.0,193.0,72.14698499404767,18.12708641801146,4.356457907022559,0.14630972300961906,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/seepage_3d/concave_L2/main_petsc_main
