case_id,case_label,level_id,level_label,level_order,engine,variant,step,omega,lambda,umax
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,5,6300696.650543439,1.3114233098558143,0.8738185586033295
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,6,6357866.419346257,1.4187485837429532,0.9059905464064376
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,7,6415036.188149075,1.505727918866822,0.9387793970403091
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,8,6529375.725754711,1.6085497951682746,1.429044850308082
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,9,6643715.263360347,1.625521983285961,3.607372226656515
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,10,6872394.338571618,1.6386004204953561,8.429108604893168
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,11,7329752.488994162,1.6488588190692244,18.817139664154677
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,12,8244468.789839248,1.656845944518866,40.38109960137687
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,13,10073901.391529422,1.6630490162414069,84.95754329830254
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,matlab,main,14,12000000.0,1.6661040166793588,132.66981628743642
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,1,6214942.207085359,1.0,0.7966628583280251
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,2,6229234.3452655105,1.1,0.8149958312555906
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,3,6243526.483445662,1.1598614912051937,0.8299476424313204
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,4,6272110.759805965,1.2449658489153745,0.8545475492195127
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,5,6300695.036166268,1.3114131637681288,0.8738308250989022
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,6,6357863.588886875,1.4187456608381412,0.9060033036234683
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,7,6415032.141607481,1.5057197822638646,0.9387648406194697
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,8,6529369.247048694,1.6085416206936238,1.4295672789694143
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,9,6643706.352489906,1.6255296739014413,3.5821857042250826
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,10,6872380.563372332,1.6386176345074472,8.411112664660513
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,11,7329728.985137182,1.6488908643448943,18.768181781856875
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,12,8244425.8286668835,1.6568757003690988,40.204028730649355
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,13,10073819.515726287,1.6630684376378402,84.45556842409037
hetero_3d,Heterogeneous 3D SSR,L1,L1,0,petsc,main,14,12000000.0,1.6660864673533355,131.83774897091683
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,1,6215335.72884906,1.0,0.7969001351243341
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,2,6229665.749526083,1.1,0.8152318723762979
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,3,6243995.770203105,1.1601585866275095,0.8297819799138526
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,4,6272655.81155715,1.2456195353340913,0.8536659823761165
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,5,6301315.852911196,1.3122852918277064,0.8726201119382991
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,6,6358635.935619286,1.4195932151086494,0.9051768914374525
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,7,6415956.018327377,1.5062910866382504,0.9343371711227351
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,8,6530596.183743558,1.5980230309674452,1.5953532108622561
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,9,6645236.349159739,1.6107797169855615,3.8033049379337105
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,10,6874516.679992101,1.620929124641428,8.596942867895477
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,11,7333077.3416568255,1.6295530471495432,18.506783786529596
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,12,8250198.664986274,1.636478778734887,38.62059585609537
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,13,10084441.311645173,1.6417741639018884,79.4368968143636
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,delta_lambda,14,12000000.0,1.645046695981346,121.940258938401
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,1,6215337.011510444,1.0,0.7969056452813325
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,2,6229665.227096697,1.1,0.8152301360852523
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,3,6243993.442682951,1.1601373753559696,0.8298255365635673
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,4,6272649.873855458,1.245596141821943,0.8536209756796895
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,5,6301306.3050279645,1.3122533382915738,0.8726419386192631
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,6,6358619.167372978,1.4195178983347647,0.9053378114092648
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,7,6415932.029717992,1.5061984032147717,0.935529973881552
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,8,6530557.75440802,1.5980051230975443,1.602184916225526
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,9,6645183.479098047,1.6106276322630708,3.849221148908035
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,10,6874434.928478102,1.6208321098575593,8.693256401773082
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,11,7332937.827238212,1.629402410438495,18.710479914391584
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,12,8249943.624758433,1.636205969782313,39.13042197681952
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,13,10083955.219798874,1.6414097821636051,80.5591420490899
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,matlab,main,14,12000000.0,1.6439068466853015,124.24705135734496
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,1,6215335.72884906,1.0,0.7969001351243341
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,2,6229665.749526083,1.1,0.8152318723762978
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,3,6243995.770203105,1.1601458414692911,0.8298275729231896
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,4,6272655.81155715,1.2456121852019613,0.8536287160745368
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,5,6301315.852911196,1.3122744370076462,0.8726402390428096
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,6,6358635.935619286,1.419545512899067,0.9053487816392943
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,7,6415956.018327377,1.506242841349442,0.9345958526611637
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,8,6530596.183743558,1.5980221438714013,1.5969959172446733
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,9,6645236.349159739,1.6106397143377302,3.829202514393758
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,10,6874516.679992101,1.6208500232005256,8.66657919126324
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,11,7333077.3416568255,1.6294059401354637,18.68984793175248
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,12,8250198.664986274,1.63620763415221,39.153633405177835
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,13,10084441.311645173,1.641389938329472,80.7231270013809
hetero_3d,Heterogeneous 3D SSR,L2,L2,1,petsc,main,14,12000000.0,1.6438912765427232,124.53751127224537
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,1,6215731.419752057,1.0,0.7970627803389344
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,2,6230009.399403124,1.1,0.8153117788244121
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,3,6244287.3790541915,1.1601765675040878,0.8296153979531481
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,4,6272843.338356326,1.2456568034698783,0.8531727302678714
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,5,6301399.297658461,1.3122605464951926,0.8720635455016824
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,6,6358511.216262731,1.4191422067734876,0.904550688557262
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,7,6415623.134867,1.5052544720209946,0.933240029258194
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,8,6529846.97207554,1.5878725829507618,1.7493957063457146
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,9,6644070.809284079,1.5978270571172863,3.9372566855086504
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,10,6872518.483701157,1.6058870491381723,8.55628603908525
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,11,7329413.832535314,1.612673833201365,17.959821401070318
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,12,8243204.530203628,1.6184087640262081,37.10558773106447
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,13,10070785.925540257,1.6230439704535813,75.7853148550951
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,delta_lambda,14,12000000.0,1.6253045638695127,116.82153342312887
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,1,6215731.450826213,1.0,0.797063211788818
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,2,6230009.550502253,1.1,0.8153111314795889
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,3,6244287.650178293,1.1601785238897855,0.8296143056275638
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,4,6272843.849530373,1.245637615615396,0.8531523262296652
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,5,6301400.048882453,1.3122429796125847,0.8721518653075416
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,6,6358512.447586613,1.419051380915323,0.904706296970628
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,7,6415624.846290773,1.505184582380963,0.9337460535092018
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,8,6529849.643699093,1.5878210808871585,1.7600132488592026
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,9,6644074.441107413,1.59779495071868,3.956049108696918
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,10,6872524.035924053,1.6057826458300137,8.576733996090386
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,11,7329423.225557333,1.6125491670371694,18.035800800474146
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,12,8243221.604823893,1.61806429523838,37.4749073947981
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,13,10070818.363357013,1.6223016230282008,76.95325655303779
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,14,12000000.0,1.6243437320253642,119.0039622911456
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,1,6215731.419752058,1.0,0.7970627803389344
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,2,6230009.399403125,1.1,0.8153117788244121
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,3,6244287.379054192,1.1601760412676825,0.8296087598273308
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,4,6272843.338356327,1.2456354049313445,0.8531512890065939
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,5,6301399.297658462,1.312247460463337,0.872150197064067
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,6,6358511.216262732,1.4190542497846008,0.90469008554343
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,7,6415623.134867001,1.5051881805191212,0.9336969867981207
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,8,6529846.972075541,1.587811193256022,1.761119549954644
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,9,6644070.80928408,1.5978036005099983,3.956865792754039
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,10,6872518.483701158,1.605782383014462,8.574968185202879
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,11,7329413.832535315,1.6125493767340147,18.02194636002915
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,12,8243204.530203629,1.6180798959146834,37.388430280963725
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,13,10070785.925540257,1.6222775780266225,76.72443853929865
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,14,12000000.0,1.624321428191278,118.63243867569541
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,1,6216178.134596429,1.0,0.7973105218898658
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,2,6230341.560258761,1.1,0.8153164798816057
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,3,6244504.985921093,1.1601733915214163,0.8294300797892243
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,4,6272831.837245758,1.2454408263752474,0.8526739707556003
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,5,6301158.688570422,1.3116855764721367,0.8716005672621382
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,6,6357812.391219751,1.417728601312276,0.9038581573011409
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,7,6414466.09386908,1.5031960613899327,0.9323397802806559
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,8,6527773.499167738,1.5783133420919575,1.8861877257954534
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,9,6754388.309765053,1.590702856045776,6.461473752032877
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,10,7207617.930959684,1.5978959074327337,15.900038311845583
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,11,8114077.173348946,1.6030750779306124,35.17717022679028
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,12,9926995.658127468,1.6073080234167525,73.99463448232262
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,13,12000000.0,1.608379847344072,118.48993766403056
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,1,6216178.244426939,1.0,0.7973113907538477
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,2,6230341.812008128,1.1,0.8153156762323345
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,3,6244505.379589316,1.1601546450107498,0.8294191699558933
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,4,6272832.514751694,1.2454298326086302,0.8527314805617872
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,5,6301159.649914072,1.311676102064404,0.8715636995977067
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,6,6357813.920238827,1.4176829216612394,0.9039186535729674
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,7,6414468.190563583,1.5031634150173478,0.9325821711925731
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,8,6527776.731213094,1.578214079057094,1.900999435002456
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,9,6754393.812512116,1.590113884238926,6.534893194950015
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,10,7207627.975110159,1.5973829735163971,15.994856026245687
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,11,8114096.300306247,1.6025487058853276,35.08247774982087
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,12,9927032.95069842,1.6061689039726648,73.50933067481444
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,13,12000000.0,1.6079883664013932,117.49512501701304
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,1,6216178.134596429,1.0,0.7973105218898658
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,2,6230341.560258761,1.1,0.8153164798816056
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,3,6244504.985921093,1.1601531814005661,0.829421334069608
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,4,6272831.837245758,1.2454284059611371,0.8527319413576303
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,5,6301158.688570422,1.3116751926119554,0.8715730595690547
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,6,6357812.391219751,1.4176819940985468,0.9039255199135516
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,7,6414466.09386908,1.503160139886393,0.9325796543964776
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,8,6527773.499167738,1.5782033664977195,1.8926999746220445
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,9,6754388.309765053,1.590124704236704,6.538172529812493
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,10,7207617.930959684,1.5973489703771644,15.987925651181122
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,11,8114077.173348946,1.6025119374513384,35.08629707746237
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,12,9926995.658127468,1.6062151450346693,73.49100805746039
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,13,12000000.0,1.6080495486417032,117.4885607481064
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,1,2201.880706605673,0.9,0.08341310267897134
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,2,2204.5328339619427,1.0,0.08459976573739739
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,3,2207.1849613182126,1.0527824151544447,0.08559220941674925
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,4,2212.4892160307522,1.1259255032511604,0.08708733492869254
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,5,2217.793470743292,1.1781577379438781,0.08827242459182169
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,6,2228.401980168371,1.1994742764224253,0.0904479419480927
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,7,2249.61899901853,1.2105988465564093,0.1942982849116304
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,8,2292.053036718847,1.219992031484116,0.40126838511004875
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,9,2376.9211121194817,1.2280920922289111,0.8067327903492361
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,10,2546.657262920751,1.2347761115168159,1.6483993773810555
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,11,2886.129564523289,1.2398958193825558,3.3533495144138725
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,12,3565.0194431436125,1.2437370686286422,6.778572464349013
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,1,2201.8805201658674,0.9,0.08341308001151733
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,2,2204.532541416797,1.0,0.08459972608494853
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,3,2207.1845626677264,1.0527629014719184,0.08559097061315994
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,4,2212.4886051695853,1.125948343868338,0.08709041751966819
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,5,2217.7926476714442,1.1781623846107083,0.08827190314376504
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,6,2228.400732675162,1.1994817167234377,0.09053142162141349
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,7,2249.616902682598,1.2106161555633783,0.19449147950672288
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,8,2292.0492426974693,1.2199850377230632,0.4014105391263412
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,9,2376.913922727212,1.2281096618855312,0.8071875503468019
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,10,2546.643282786698,1.2347929542306268,1.6484856034213238
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,11,2886.1020029056695,1.2399046511941318,3.3553518450074478
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,12,3565.0194431436125,1.2437168110874879,6.787291126150609
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,1,2201.9615240332837,0.9,0.08341090732236474
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,2,2204.650319939353,1.0,0.08459197879747014
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,3,2207.339115845422,1.0530673319932202,0.08558959265812294
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,4,2212.71670765756,1.1263190924101536,0.0870839033041805
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,5,2218.0942994696984,1.1729819426836465,0.08812960448911389
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,6,2228.849483093975,1.1863361811181363,0.09645607717073862
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,7,2250.359850342528,1.1948483018089024,0.19759384803554347
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,8,2293.3805848396337,1.2020979612762233,0.4088265695856916
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,9,2379.4220538338454,1.2084705632136976,0.8344042920772329
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,10,2551.504991822269,1.2137351134881424,1.692934274804508
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,11,2895.670867799116,1.2178027720181825,3.419384127935465
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,12,3565.0194431436125,1.2207958778737962,6.784538913636701
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,1,2201.9616709331713,0.9,0.0834109144929535
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,2,2204.65034467135,1.0,0.08459216911648405
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,3,2207.3390184095288,1.0530778523531188,0.08559053226368381
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,4,2212.7163658858863,1.1262975456089708,0.08708362462302228
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,5,2218.0937133622438,1.1729902650065298,0.08812928527845387
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,6,2228.8484083149588,1.1863262157186578,0.09675053408270112
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,7,2250.3577982203888,1.1948313075508854,0.1979110542636864
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,8,2293.3765780312488,1.2020492755199697,0.40945009024285206
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,9,2379.4141376529687,1.2084545677226546,0.8351875403955952
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,10,2551.4892568964087,1.2137256291425944,1.6943132461803463
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,11,2895.6394953832887,1.217788405235622,3.418724142255077
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,12,3565.0194431436125,1.2208008883196795,6.781068019207504
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,1,2202.0277686820646,0.9,0.083415431589117
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,2,2204.7707601000584,1.0,0.08460489129602647
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,3,2207.5137515180522,1.0533391654234605,0.08561216917779842
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,4,2212.99973435404,1.1269210674336418,0.0871213822077912
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,5,2218.4857171900276,1.1677724557946465,0.08805240498536308
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,6,2229.457682862003,1.1774413310517209,0.10561473590087395
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,7,2251.4016142059536,1.1840580766368074,0.2136370236081235
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,8,2295.289476893855,1.1896316744029773,0.43642216255124466
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,9,2383.0652022696577,1.1944810921124942,0.887560368224065
